MoTe2 scan
Current Position 
70.000
R(V)	Theta
0.001082	-50.222648
0.001081	-50.231023
0.001080	-50.239218
0.001079	-50.247265
0.001078	-50.255283
0.001078	-50.263416
0.001077	-50.271779
0.001076	-50.280507
0.001075	-50.289303
0.001074	-50.298270
0.001074	-50.307275
0.001073	-50.316049
0.001072	-50.324765
0.001072	-50.333514
0.001071	-50.342293
0.001070	-50.351040
0.001070	-50.359687
0.001069	-50.368341
0.001068	-50.377165
0.001068	-50.386208
0.001067	-50.395446
0.001066	-50.404744
0.001065	-50.414068
0.001065	-50.423481
0.001064	-50.432991
0.001063	-50.442438
0.001062	-50.451436
0.001062	-50.459900
0.001061	-50.467665
0.001060	-50.474652
0.001059	-50.480737
0.001058	-50.485885
0.001058	-50.490031
0.001057	-50.493337
0.001056	-50.495945
0.001055	-50.497995
0.001054	-50.499416
0.001054	-50.500284
0.001053	-50.500625
0.001052	-50.500356
0.001052	-50.499577
Mean R	Std.Dev R
0.001084	1.566572E-5
Mean T	Std.Dev T
-50.075976	0.309346
Current Position 
69.640
R(V)	Theta
0.001065	-49.923136
0.001066	-49.909382
0.001066	-49.895270
0.001066	-49.880631
0.001066	-49.865572
0.001067	-49.850486
0.001067	-49.835825
0.001067	-49.821657
0.001068	-49.807990
0.001068	-49.795137
0.001068	-49.783345
0.001069	-49.772523
0.001069	-49.762831
0.001070	-49.754348
0.001070	-49.746774
0.001071	-49.740212
0.001071	-49.734719
0.001072	-49.730586
0.001072	-49.727892
0.001073	-49.726462
0.001073	-49.726061
0.001074	-49.726654
0.001074	-49.728327
0.001075	-49.731363
0.001075	-49.735467
0.001076	-49.740355
0.001076	-49.745980
0.001076	-49.752320
0.001077	-49.759137
0.001077	-49.766175
0.001077	-49.773388
0.001077	-49.780631
0.001077	-49.787824
0.001077	-49.795152
0.001077	-49.802532
0.001077	-49.809944
0.001077	-49.817352
0.001077	-49.824914
0.001077	-49.832501
0.001077	-49.840143
0.001077	-49.848476
0.001076	-49.857542
0.001076	-49.867194
0.001076	-49.877318
0.001075	-49.887669
0.001075	-49.898227
0.001075	-49.908789
0.001074	-49.919453
0.001074	-49.930719
0.001073	-49.942314
0.001073	-49.954567
0.001073	-49.967655
0.001072	-49.981633
0.001072	-49.996314
0.001072	-50.011281
0.001072	-50.026205
0.001071	-50.055563
0.001071	-50.069807
0.001071	-50.069807
0.001070	-50.097385
0.001070	-50.111436
0.001070	-50.125685
0.001069	-50.139727
0.001069	-50.153351
0.001069	-50.166597
0.001069	-50.179543
0.001068	-50.192307
0.001068	-50.204754
0.001068	-50.216600
0.001068	-50.227641
0.001068	-50.237733
0.001067	-50.246618
0.001067	-50.254220
0.001067	-50.260306
0.001067	-50.264908
0.001067	-50.268070
0.001067	-50.269696
0.001067	-50.269850
0.001067	-50.268559
0.001068	-50.265735
0.001068	-50.261820
0.001068	-50.256914
0.001068	-50.251071
0.001068	-50.244551
0.001069	-50.237666
0.001069	-50.230812
0.001070	-50.224301
0.001070	-50.218325
0.001070	-50.212735
0.001071	-50.207556
0.001071	-50.202790
0.001072	-50.198438
0.001072	-50.194432
0.001072	-50.190634
0.001073	-50.186791
0.001073	-50.182842
0.001073	-50.178577
0.001073	-50.173866
0.001074	-50.169077
0.001074	-50.164347
Mean R	Std.Dev R
0.001071	3.550473E-6
Mean T	Std.Dev T
-49.992198	0.199302
Current Position 
69.625
R(V)	Theta
0.001061	-50.186940
0.001061	-50.185191
0.001062	-50.183294
0.001062	-50.181158
0.001062	-50.179108
0.001062	-50.177276
0.001063	-50.175436
0.001063	-50.173661
0.001063	-50.171913
0.001063	-50.170165
0.001064	-50.168444
0.001064	-50.166719
0.001064	-50.165024
0.001064	-50.163342
0.001065	-50.161564
0.001065	-50.159693
0.001065	-50.157725
0.001065	-50.155774
0.001065	-50.153792
0.001066	-50.151962
0.001066	-50.150398
0.001066	-50.148936
0.001066	-50.147518
0.001066	-50.145940
0.001066	-50.145032
0.001066	-50.144896
0.001066	-50.145045
0.001066	-50.145514
0.001066	-50.146234
0.001066	-50.147229
0.001066	-50.148058
0.001066	-50.148673
0.001066	-50.148903
0.001066	-50.148771
0.001066	-50.148232
0.001066	-50.146907
0.001066	-50.144765
0.001066	-50.142031
0.001066	-50.138689
0.001065	-50.134830
0.001065	-50.130839
0.001065	-50.126736
0.001065	-50.122628
0.001065	-50.118615
0.001065	-50.114130
0.001065	-50.108838
0.001065	-50.102858
0.001065	-50.095452
0.001065	-50.086545
0.001065	-50.077308
0.001066	-50.068106
0.001066	-50.058989
0.001066	-50.050354
0.001066	-50.042333
0.001066	-50.034849
0.001066	-50.028030
0.001067	-50.021873
0.001067	-50.016383
0.001067	-50.011479
0.001067	-50.007559
0.001068	-50.004541
0.001068	-50.002491
0.001068	-50.001188
0.001069	-50.000614
0.001069	-50.000766
0.001069	-50.001251
0.001069	-50.001427
0.001069	-50.001244
0.001069	-50.000640
0.001069	-49.999986
0.001069	-49.999574
0.001069	-49.999673
0.001069	-49.999673
0.001069	-50.000030
0.001068	-50.001851
0.001068	-50.003152
0.001068	-50.003152
0.001068	-50.005120
0.001067	-50.005523
0.001067	-50.005674
0.001067	-50.005772
0.001067	-50.005903
0.001066	-50.005914
0.001066	-50.005796
0.001066	-50.005714
0.001066	-50.005918
0.001066	-50.006555
0.001066	-50.007647
0.001066	-50.009168
0.001066	-50.011062
0.001066	-50.013472
0.001066	-50.016334
0.001067	-50.019235
0.001067	-50.022137
0.001067	-50.025011
0.001067	-50.027681
0.001068	-50.029948
0.001068	-50.031513
0.001068	-50.032230
0.001069	-50.032272
Mean R	Std.Dev R
0.001066	1.852718E-6
Mean T	Std.Dev T
-50.080855	0.070428
Current Position 
69.610
R(V)	Theta
0.001080	-50.068450
0.001080	-50.072554
0.001080	-50.076449
0.001080	-50.080025
0.001080	-50.083250
0.001080	-50.085903
0.001080	-50.087838
0.001080	-50.088916
0.001080	-50.089308
0.001080	-50.089272
0.001080	-50.088848
0.001080	-50.088068
0.001080	-50.086990
0.001080	-50.085908
0.001080	-50.085129
0.001080	-50.084606
0.001080	-50.084486
0.001080	-50.084700
0.001079	-50.085128
0.001079	-50.085857
0.001079	-50.087320
0.001079	-50.089785
0.001079	-50.093159
0.001078	-50.097232
0.001078	-50.101274
0.001078	-50.105458
0.001077	-50.110138
0.001077	-50.115555
0.001077	-50.121633
0.001076	-50.128408
0.001076	-50.135654
0.001075	-50.143390
0.001075	-50.151602
0.001074	-50.160210
0.001074	-50.169002
0.001073	-50.178034
0.001073	-50.187344
0.001073	-50.196694
0.001072	-50.205950
0.001072	-50.215097
0.001071	-50.224002
0.001071	-50.232725
0.001070	-50.241192
0.001070	-50.249136
0.001069	-50.256365
0.001069	-50.262958
0.001068	-50.269203
0.001068	-50.275108
0.001068	-50.280675
0.001067	-50.285989
0.001067	-50.290738
0.001067	-50.294495
0.001066	-50.297089
0.001066	-50.298707
0.001066	-50.299753
0.001065	-50.300565
0.001065	-50.301293
0.001065	-50.302059
0.001064	-50.303000
0.001064	-50.304037
0.001064	-50.305240
0.001064	-50.306983
0.001063	-50.309319
0.001063	-50.312066
0.001063	-50.315177
0.001063	-50.318763
0.001063	-50.323097
0.001063	-50.328171
0.001063	-50.334107
0.001063	-50.340529
0.001063	-50.347621
0.001063	-50.355378
0.001063	-50.364020
0.001063	-50.373690
0.001063	-50.384254
0.001063	-50.395424
0.001064	-50.406925
0.001064	-50.430393
0.001064	-50.442086
0.001064	-50.442086
0.001064	-50.465232
0.001064	-50.476571
0.001064	-50.476571
0.001064	-50.498062
0.001064	-50.508166
0.001064	-50.517750
0.001064	-50.526771
0.001064	-50.535168
0.001064	-50.542869
0.001064	-50.549754
0.001064	-50.555790
0.001064	-50.561154
0.001064	-50.565938
0.001064	-50.570062
0.001064	-50.573444
0.001064	-50.576277
0.001065	-50.578605
0.001065	-50.580798
0.001065	-50.583457
0.001066	-50.586689
Mean R	Std.Dev R
0.001070	6.860723E-6
Mean T	Std.Dev T
-50.280082	0.167024
Current Position 
69.595
R(V)	Theta
0.001073	-50.503452
0.001073	-50.500803
0.001073	-50.498215
0.001073	-50.495693
0.001074	-50.493027
0.001074	-50.490552
0.001074	-50.489146
0.001074	-50.488738
0.001074	-50.489030
0.001074	-50.489862
0.001074	-50.491036
0.001074	-50.492387
0.001074	-50.493616
0.001074	-50.494437
0.001074	-50.495079
0.001073	-50.496009
0.001073	-50.497251
0.001073	-50.498689
0.001073	-50.500189
0.001072	-50.501458
0.001072	-50.502174
0.001072	-50.502327
0.001072	-50.501969
0.001072	-50.501234
0.001072	-50.500116
0.001072	-50.498345
0.001071	-50.495917
0.001071	-50.492775
0.001072	-50.488993
0.001072	-50.484588
0.001072	-50.479601
0.001072	-50.474014
0.001072	-50.467871
0.001072	-50.461105
0.001072	-50.453890
0.001072	-50.446199
0.001073	-50.438177
0.001073	-50.430211
0.001073	-50.422563
0.001073	-50.414948
0.001073	-50.407470
0.001073	-50.400192
0.001074	-50.392675
0.001074	-50.384585
0.001074	-50.376050
0.001074	-50.367404
0.001074	-50.358541
0.001074	-50.349502
0.001074	-50.340281
0.001074	-50.330937
0.001074	-50.321885
0.001074	-50.313075
0.001074	-50.304485
0.001074	-50.295985
0.001074	-50.287162
0.001074	-50.277955
0.001073	-50.268435
0.001073	-50.258504
0.001073	-50.248109
0.001073	-50.237458
0.001073	-50.226642
0.001072	-50.215534
0.001072	-50.204266
0.001072	-50.193151
0.001072	-50.182540
0.001072	-50.172562
0.001071	-50.163353
0.001071	-50.154809
0.001071	-50.146997
0.001071	-50.140067
0.001070	-50.134469
0.001070	-50.129992
0.001070	-50.126271
0.001069	-50.123391
0.001069	-50.121504
0.001069	-50.120329
0.001069	-50.119716
0.001068	-50.119459
0.001068	-50.119404
0.001068	-50.119021
0.001068	-50.118435
0.001067	-50.118088
0.001067	-50.117931
0.001067	-50.118120
0.001067	-50.119058
0.001067	-50.120587
0.001067	-50.122628
0.001067	-50.125076
0.001067	-50.127639
0.001067	-50.130311
0.001067	-50.132988
0.001066	-50.135527
0.001066	-50.137672
0.001066	-50.139060
0.001066	-50.139753
0.001066	-50.139965
0.001066	-50.139885
0.001066	-50.139404
0.001065	-50.138352
0.001065	-50.136982
Mean R	Std.Dev R
0.001071	2.785186E-6
Mean T	Std.Dev T
-50.315073	0.157724
Current Position 
69.580
R(V)	Theta
0.001056	-50.093908
0.001056	-50.096207
0.001056	-50.097652
0.001056	-50.098136
0.001056	-50.097852
0.001056	-50.096478
0.001056	-50.093771
0.001056	-50.089806
0.001056	-50.084610
0.001056	-50.078521
0.001056	-50.071744
0.001056	-50.064549
0.001056	-50.056989
0.001056	-50.048992
0.001056	-50.040755
0.001056	-50.031995
0.001056	-50.022696
0.001056	-50.013138
0.001056	-50.003661
0.001056	-49.994373
0.001056	-49.985405
0.001056	-49.977051
0.001056	-49.969027
0.001056	-49.961437
0.001056	-49.954394
0.001056	-49.948115
0.001056	-49.942665
0.001055	-49.937930
0.001055	-49.933616
0.001055	-49.929539
0.001055	-49.925398
0.001055	-49.921445
0.001055	-49.917855
0.001055	-49.914484
0.001055	-49.911462
0.001055	-49.908833
0.001055	-49.906661
0.001055	-49.904794
0.001056	-49.902971
0.001056	-49.901131
0.001056	-49.899343
0.001056	-49.897759
0.001056	-49.896169
0.001056	-49.894669
0.001056	-49.893479
0.001057	-49.892855
0.001057	-49.892984
0.001057	-49.894282
0.001057	-49.896802
0.001058	-49.900315
0.001058	-49.904643
0.001058	-49.909597
0.001058	-49.915064
0.001058	-49.920869
0.001059	-49.926807
0.001059	-49.932712
0.001059	-49.938669
0.001059	-49.944641
0.001059	-49.950982
0.001059	-49.957487
0.001059	-49.964329
0.001059	-49.971343
0.001059	-49.978582
0.001059	-49.985789
0.001059	-49.992809
0.001059	-49.999348
0.001059	-50.005042
0.001059	-50.009862
0.001059	-50.013775
0.001059	-50.016693
0.001059	-50.018608
0.001059	-50.019419
0.001059	-50.019202
0.001058	-50.018251
0.001058	-50.016781
0.001058	-50.014734
0.001058	-50.012328
0.001058	-50.009427
0.001058	-50.006177
0.001058	-50.002715
0.001058	-49.999204
0.001058	-49.995732
0.001058	-49.992480
0.001058	-49.989538
0.001058	-49.987100
0.001058	-49.985320
0.001058	-49.984404
0.001058	-49.984527
0.001058	-49.985851
0.001058	-49.988350
0.001058	-49.991856
0.001058	-49.996098
0.001058	-50.000929
0.001058	-50.006286
0.001059	-50.012169
0.001059	-50.018223
0.001059	-50.024248
0.001059	-50.030210
0.001059	-50.035863
0.001059	-50.041142
Mean R	Std.Dev R
0.001057	1.419884E-6
Mean T	Std.Dev T
-49.983149	0.059621
Current Position 
69.565
R(V)	Theta
0.001061	-50.260892
0.001062	-50.256292
0.001062	-50.251377
0.001063	-50.246297
0.001063	-50.240974
0.001063	-50.235447
0.001064	-50.229916
0.001064	-50.224298
0.001064	-50.218664
0.001065	-50.213122
0.001065	-50.207472
0.001065	-50.201859
0.001065	-50.196397
0.001066	-50.191448
0.001066	-50.187007
0.001066	-50.182875
0.001066	-50.178907
0.001066	-50.175101
0.001067	-50.171340
0.001067	-50.167523
0.001067	-50.163231
0.001067	-50.158537
0.001067	-50.153675
0.001067	-50.148629
0.001067	-50.143519
0.001067	-50.138476
0.001067	-50.133851
0.001067	-50.129849
0.001067	-50.126435
0.001067	-50.123739
0.001067	-50.121963
0.001067	-50.120988
0.001067	-50.120448
0.001067	-50.119938
0.001067	-50.119423
0.001067	-50.119065
0.001067	-50.119075
0.001067	-50.119630
0.001067	-50.120803
0.001067	-50.122683
0.001067	-50.125122
0.001067	-50.128163
0.001067	-50.131685
0.001067	-50.135410
0.001067	-50.138923
0.001067	-50.142321
0.001067	-50.145647
0.001067	-50.148970
0.001067	-50.152395
0.001067	-50.155894
0.001067	-50.159176
0.001067	-50.162000
0.001067	-50.164341
0.001067	-50.166302
0.001067	-50.167740
0.001067	-50.168568
0.001067	-50.168962
0.001067	-50.168502
0.001067	-50.166928
0.001067	-50.164133
0.001067	-50.160176
0.001067	-50.154847
0.001067	-50.148302
0.001067	-50.140552
0.001067	-50.131683
0.001068	-50.121896
0.001068	-50.111252
0.001069	-50.099890
0.001069	-50.087917
0.001069	-50.075746
0.001070	-50.063275
0.001070	-50.050898
0.001071	-50.038754
0.001072	-50.026931
0.001072	-50.015459
0.001073	-50.004235
0.001073	-49.992948
0.001074	-49.981236
0.001074	-49.969279
0.001074	-49.957205
0.001075	-49.945163
0.001075	-49.933081
0.001076	-49.920986
0.001076	-49.909177
0.001076	-49.897579
0.001077	-49.886140
0.001077	-49.874925
0.001078	-49.864278
0.001078	-49.854285
0.001078	-49.845086
0.001079	-49.836906
0.001079	-49.830046
0.001079	-49.824332
0.001080	-49.819471
0.001080	-49.815417
0.001080	-49.812170
0.001080	-49.809893
0.001081	-49.808911
0.001081	-49.809292
0.001081	-49.810952
Mean R	Std.Dev R
0.001069	5.065325E-6
Mean T	Std.Dev T
-50.083629	0.129731
Current Position 
69.550
R(V)	Theta
0.001058	-49.720961
0.001058	-49.720410
0.001057	-49.719850
0.001057	-49.719704
0.001057	-49.720107
0.001056	-49.721205
0.001056	-49.723192
0.001056	-49.726176
0.001056	-49.730105
0.001056	-49.734921
0.001057	-49.740684
0.001057	-49.747398
0.001057	-49.754826
0.001058	-49.762878
0.001058	-49.771572
0.001058	-49.780757
0.001059	-49.790326
0.001059	-49.799930
0.001060	-49.809494
0.001060	-49.818912
0.001061	-49.828243
0.001062	-49.846107
0.001062	-49.854370
0.001062	-49.854370
0.001063	-49.871543
0.001063	-49.880567
0.001063	-49.880567
0.001063	-49.899556
0.001063	-49.910403
0.001063	-49.922094
0.001063	-49.934542
0.001063	-49.948001
0.001063	-49.962527
0.001063	-49.977926
0.001063	-49.993785
0.001063	-50.009754
0.001063	-50.025499
0.001063	-50.040935
0.001062	-50.056051
0.001062	-50.071059
0.001062	-50.086142
0.001061	-50.101360
0.001061	-50.116739
0.001061	-50.132158
0.001061	-50.147705
0.001060	-50.163319
0.001060	-50.179133
0.001060	-50.195112
0.001060	-50.211129
0.001060	-50.227370
0.001059	-50.243157
0.001059	-50.258611
0.001059	-50.273252
0.001059	-50.286847
0.001059	-50.299747
0.001059	-50.311940
0.001059	-50.323332
0.001059	-50.333994
0.001058	-50.343698
0.001058	-50.352357
0.001058	-50.360174
0.001058	-50.367287
0.001058	-50.373646
0.001059	-50.378915
0.001059	-50.383441
0.001059	-50.387561
0.001059	-50.390945
0.001059	-50.393574
0.001059	-50.395713
0.001060	-50.397481
0.001060	-50.398923
0.001060	-50.400384
0.001060	-50.402031
0.001060	-50.404130
0.001060	-50.406652
0.001061	-50.409587
0.001061	-50.412685
0.001061	-50.415776
0.001061	-50.418909
0.001061	-50.421963
0.001061	-50.424958
0.001061	-50.427988
0.001061	-50.431015
0.001061	-50.434231
0.001061	-50.437480
0.001061	-50.440301
0.001061	-50.442495
0.001061	-50.444029
0.001061	-50.445142
0.001061	-50.445816
0.001061	-50.445814
0.001062	-50.445308
0.001062	-50.444130
0.001062	-50.442267
0.001063	-50.439522
0.001063	-50.435654
0.001064	-50.430730
0.001064	-50.424903
0.001065	-50.418125
0.001066	-50.410425
Mean R	Std.Dev R
0.001060	2.175085E-6
Mean T	Std.Dev T
-50.149985	0.272078
Current Position 
69.535
R(V)	Theta
0.001067	-50.290062
0.001067	-50.288475
0.001067	-50.285844
0.001066	-50.282345
0.001066	-50.278194
0.001066	-50.273612
0.001066	-50.268826
0.001065	-50.263944
0.001065	-50.258981
0.001065	-50.254196
0.001065	-50.249688
0.001065	-50.245453
0.001065	-50.241467
0.001065	-50.237758
0.001065	-50.234158
0.001065	-50.230785
0.001065	-50.227604
0.001065	-50.224633
0.001065	-50.222027
0.001066	-50.219524
0.001066	-50.216817
0.001066	-50.213927
0.001066	-50.210982
0.001067	-50.207950
0.001067	-50.204967
0.001067	-50.202260
0.001068	-50.199973
0.001069	-50.196008
0.001069	-50.196008
0.001069	-50.194205
0.001070	-50.189968
0.001070	-50.187533
0.001070	-50.185092
0.001070	-50.182487
0.001070	-50.179823
0.001070	-50.177194
0.001070	-50.174990
0.001070	-50.173205
0.001070	-50.171830
0.001070	-50.170954
0.001069	-50.170304
0.001069	-50.169926
0.001069	-50.169414
0.001068	-50.168677
0.001068	-50.167569
0.001068	-50.166219
0.001067	-50.164851
0.001067	-50.163619
0.001067	-50.162632
0.001066	-50.161765
0.001066	-50.160905
0.001066	-50.160115
0.001066	-50.159290
0.001065	-50.158350
0.001065	-50.157512
0.001065	-50.157047
0.001065	-50.156870
0.001065	-50.156991
0.001065	-50.157630
0.001065	-50.158752
0.001065	-50.160519
0.001065	-50.163078
0.001065	-50.166187
0.001065	-50.169603
0.001065	-50.173054
0.001065	-50.176415
0.001065	-50.179686
0.001065	-50.182587
0.001065	-50.184800
0.001065	-50.185902
0.001065	-50.185993
0.001065	-50.185269
0.001065	-50.183917
0.001065	-50.182404
0.001065	-50.180933
0.001065	-50.179277
0.001065	-50.177249
0.001065	-50.174661
0.001065	-50.171928
0.001065	-50.169337
0.001065	-50.166969
0.001065	-50.164659
0.001065	-50.162394
0.001065	-50.160186
0.001065	-50.158136
0.001065	-50.156200
0.001064	-50.154236
0.001064	-50.152491
0.001064	-50.151229
0.001064	-50.150683
0.001064	-50.151007
0.001064	-50.152274
0.001063	-50.154268
0.001063	-50.156797
0.001063	-50.159622
0.001063	-50.162546
0.001063	-50.165416
0.001063	-50.168161
0.001063	-50.170734
0.001063	-50.173151
Mean R	Std.Dev R
0.001066	1.927388E-6
Mean T	Std.Dev T
-50.188861	0.037108
Current Position 
69.520
R(V)	Theta
0.001053	-50.368494
0.001053	-50.365571
0.001053	-50.362395
0.001054	-50.359031
0.001054	-50.355500
0.001054	-50.351811
0.001054	-50.347727
0.001055	-50.343322
0.001055	-50.338824
0.001055	-50.334451
0.001056	-50.330169
0.001056	-50.325960
0.001057	-50.321755
0.001057	-50.318014
0.001058	-50.314759
0.001058	-50.311871
0.001059	-50.309371
0.001059	-50.307370
0.001059	-50.305839
0.001060	-50.304610
0.001060	-50.303881
0.001060	-50.303772
0.001061	-50.304176
0.001061	-50.304988
0.001061	-50.306295
0.001062	-50.308450
0.001062	-50.311757
0.001062	-50.316435
0.001062	-50.322202
0.001063	-50.328420
0.001063	-50.334917
0.001063	-50.341736
0.001063	-50.348758
0.001063	-50.356000
0.001063	-50.363444
0.001064	-50.371158
0.001064	-50.379055
0.001064	-50.386988
0.001064	-50.394990
0.001064	-50.403034
0.001064	-50.411039
0.001063	-50.418517
0.001063	-50.425226
0.001063	-50.431122
0.001063	-50.436521
0.001063	-50.441703
0.001063	-50.446653
0.001062	-50.451173
0.001062	-50.455073
0.001062	-50.458051
0.001061	-50.459964
0.001061	-50.460870
0.001060	-50.460915
0.001060	-50.460218
0.001059	-50.459108
0.001059	-50.457728
0.001058	-50.456360
0.001058	-50.455119
0.001057	-50.453950
0.001057	-50.452590
0.001056	-50.450858
0.001056	-50.448915
0.001055	-50.446834
0.001054	-50.442443
0.001054	-50.442443
0.001054	-50.440173
0.001053	-50.436128
0.001053	-50.434444
0.001052	-50.433101
0.001052	-50.432350
0.001052	-50.432302
0.001052	-50.432653
0.001052	-50.433279
0.001052	-50.434108
0.001052	-50.435016
0.001052	-50.436057
0.001052	-50.437325
0.001052	-50.438725
0.001052	-50.440124
0.001052	-50.441455
0.001052	-50.442772
0.001053	-50.444169
0.001053	-50.445856
0.001053	-50.448005
0.001053	-50.450284
0.001053	-50.452593
0.001053	-50.454869
0.001054	-50.456920
0.001054	-50.458800
0.001054	-50.459961
0.001054	-50.460598
0.001055	-50.460929
0.001055	-50.461021
0.001055	-50.460946
0.001056	-50.460759
0.001056	-50.460484
0.001057	-50.460336
0.001057	-50.460497
0.001058	-50.461257
0.001058	-50.462712
Mean R	Std.Dev R
0.001057	4.083929E-6
Mean T	Std.Dev T
-50.403117	0.058100
Current Position 
69.505
R(V)	Theta
0.001056	-50.738414
0.001056	-50.735053
0.001056	-50.731411
0.001056	-50.727247
0.001056	-50.722605
0.001057	-50.717412
0.001057	-50.711640
0.001057	-50.705398
0.001057	-50.699021
0.001057	-50.692260
0.001058	-50.684749
0.001058	-50.676719
0.001058	-50.668390
0.001059	-50.659766
0.001059	-50.650751
0.001059	-50.641309
0.001060	-50.631557
0.001060	-50.621597
0.001060	-50.611510
0.001061	-50.601293
0.001061	-50.590741
0.001061	-50.579715
0.001062	-50.567936
0.001062	-50.555802
0.001062	-50.543636
0.001063	-50.531468
0.001063	-50.519289
0.001063	-50.507329
0.001064	-50.495661
0.001064	-50.484242
0.001064	-50.473270
0.001065	-50.462738
0.001065	-50.452448
0.001065	-50.442365
0.001066	-50.432413
0.001066	-50.422565
0.001067	-50.413023
0.001067	-50.403654
0.001067	-50.394381
0.001068	-50.385115
0.001068	-50.375832
0.001068	-50.366403
0.001069	-50.356800
0.001069	-50.347216
0.001069	-50.337800
0.001069	-50.328446
0.001070	-50.319334
0.001070	-50.310497
0.001070	-50.302100
0.001070	-50.294216
0.001070	-50.286916
0.001070	-50.280704
0.001070	-50.275442
0.001070	-50.270780
0.001070	-50.266769
0.001070	-50.263392
0.001069	-50.260506
0.001069	-50.257958
0.001069	-50.255273
0.001069	-50.252293
0.001068	-50.249013
0.001068	-50.245514
0.001068	-50.241876
0.001067	-50.238280
0.001067	-50.234927
0.001066	-50.232101
0.001066	-50.229583
0.001066	-50.227335
0.001065	-50.225429
0.001065	-50.223967
0.001064	-50.222753
0.001064	-50.221746
0.001063	-50.220672
0.001063	-50.219353
0.001063	-50.217575
0.001062	-50.215322
0.001062	-50.212808
0.001062	-50.209760
0.001062	-50.205866
0.001061	-50.200757
0.001061	-50.194704
0.001061	-50.179732
0.001061	-50.179732
0.001061	-50.170310
0.001060	-50.147815
0.001060	-50.135187
0.001060	-50.121879
0.001060	-50.108210
0.001060	-50.094236
0.001060	-50.079862
0.001060	-50.064976
0.001060	-50.049602
0.001060	-50.033702
0.001060	-50.017431
0.001060	-50.000707
0.001060	-49.983467
0.001060	-49.965646
0.001060	-49.947251
0.001060	-49.928500
0.001060	-49.909676
Mean R	Std.Dev R
0.001063	4.259478E-6
Mean T	Std.Dev T
-50.351018	0.220931
Current Position 
69.490
R(V)	Theta
0.001059	-50.264071
0.001059	-50.276471
0.001059	-50.287865
0.001058	-50.298400
0.001058	-50.307794
0.001057	-50.316270
0.001057	-50.323801
0.001057	-50.330518
0.001057	-50.336540
0.001057	-50.341886
0.001056	-50.346652
0.001056	-50.351221
0.001056	-50.355696
0.001056	-50.359977
0.001056	-50.363968
0.001056	-50.367665
0.001056	-50.371031
0.001056	-50.374051
0.001056	-50.376739
0.001055	-50.378796
0.001055	-50.379911
0.001055	-50.380097
0.001055	-50.379489
0.001055	-50.378236
0.001054	-50.376498
0.001054	-50.374347
0.001054	-50.371829
0.001053	-50.368782
0.001053	-50.365344
0.001053	-50.361761
0.001053	-50.358153
0.001052	-50.354819
0.001052	-50.351736
0.001052	-50.348704
0.001052	-50.345840
0.001052	-50.343054
0.001052	-50.340190
0.001052	-50.337315
0.001052	-50.334320
0.001052	-50.331325
0.001052	-50.328439
0.001052	-50.326107
0.001052	-50.324324
0.001052	-50.322793
0.001052	-50.321420
0.001052	-50.320219
0.001052	-50.319317
0.001052	-50.318405
0.001052	-50.317172
0.001052	-50.315175
0.001052	-50.312424
0.001052	-50.309170
0.001052	-50.305492
0.001052	-50.301542
0.001052	-50.297448
0.001052	-50.293182
0.001052	-50.288658
0.001052	-50.283981
0.001052	-50.279154
0.001052	-50.274095
0.001052	-50.268683
0.001053	-50.263214
0.001053	-50.257361
0.001053	-50.251079
0.001053	-50.244315
0.001053	-50.237024
0.001053	-50.229119
0.001054	-50.220854
0.001054	-50.212660
0.001054	-50.204556
0.001054	-50.196353
0.001054	-50.187924
0.001055	-50.179282
0.001055	-50.170246
0.001055	-50.160694
0.001056	-50.150811
0.001056	-50.140797
0.001056	-50.130588
0.001056	-50.119958
0.001057	-50.109002
0.001057	-50.097893
0.001057	-50.086947
0.001058	-50.076491
0.001058	-50.066781
0.001059	-50.057945
0.001059	-50.049931
0.001059	-50.042650
0.001060	-50.036242
0.001060	-50.030669
0.001060	-50.025584
0.001061	-50.020827
0.001061	-50.016601
0.001061	-50.012896
0.001061	-50.009999
0.001062	-50.008176
0.001062	-50.007482
0.001062	-50.008007
0.001062	-50.009725
0.001062	-50.012672
0.001062	-50.017121
Mean R	Std.Dev R
0.001055	3.210756E-6
Mean T	Std.Dev T
-50.246988	0.124490
Current Position 
69.475
R(V)	Theta
0.001052	-50.291620
0.001053	-50.285280
0.001054	-50.279365
0.001054	-50.273698
0.001055	-50.267982
0.001056	-50.261732
0.001056	-50.254328
0.001057	-50.246058
0.001058	-50.237359
0.001059	-50.228065
0.001059	-50.217962
0.001060	-50.207254
0.001061	-50.195959
0.001062	-50.184696
0.001062	-50.173262
0.001063	-50.161481
0.001063	-50.149310
0.001064	-50.137474
0.001065	-50.126094
0.001065	-50.115408
0.001066	-50.105234
0.001066	-50.095319
0.001066	-50.085690
0.001067	-50.076101
0.001067	-50.066603
0.001067	-50.057382
0.001067	-50.048251
0.001068	-50.039002
0.001068	-50.030047
0.001068	-50.021733
0.001068	-50.013845
0.001068	-50.006303
0.001068	-49.999075
0.001068	-49.992105
0.001068	-49.985622
0.001068	-49.979746
0.001068	-49.974525
0.001068	-49.970082
0.001068	-49.966201
0.001068	-49.962804
0.001068	-49.960021
0.001068	-49.958201
0.001068	-49.957367
0.001068	-49.957368
0.001068	-49.958234
0.001068	-49.960142
0.001068	-49.963045
0.001068	-49.966990
0.001068	-49.971732
0.001068	-49.977105
0.001068	-49.982891
0.001067	-49.988827
0.001067	-49.994857
